"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1415773_at","Ncl","17975","nucleolin",-0.396497665677407,9.72744203844221,-2.65602034725029,0.0150882846571868,0.157320143821469,-4.20172847123856
"2","1415784_at","Vps35","65114","VPS35 retromer complex component",-0.147986566925701,7.5018771388788,-1.14008472912593,0.267593760446335,0.646537799155682,-6.70374714177245
"3","1415798_at","Ddr1","12305","discoidin domain receptor family, member 1",0.0186641417514437,6.52672423559086,0.13053728766783,0.897433036761055,0.972962397858729,-7.35317735475053
"4","1415801_at","Gja1","14609","gap junction protein, alpha 1",-0.476099900931315,6.76150001158351,-2.03831667283942,0.0548295517534393,0.319081852258664,-5.38805380285611
"5","1415807_s_at","Srsf2","20382","serine/arginine-rich splicing factor 2",-0.149664114234737,8.46165649983892,-0.837486994331851,0.412121763417137,0.756831527991185,-7.00172278084111
"6","1415823_at","Scd2","20250","stearoyl-Coenzyme A desaturase 2",-0.159737568297251,9.38992570066325,-0.891088783339299,0.383376348388099,0.736517174766931,-6.95502924341111
"7","1415828_a_at","Serp1","28146","stress-associated endoplasmic reticulum protein 1",-0.179361120259957,7.77164026849232,-1.15029832118759,0.263461704985374,0.645213705350944,-6.69226852485033
"8","1415834_at","Dusp6","67603","dual specificity phosphatase 6",0.346051625088416,10.6246790613878,2.50734317881887,0.0208119647222949,0.189189615480862,-4.50297382353507
"9","1415854_at","Kitl","17311","kit ligand",0.079681297147939,6.21840063506102,0.433299473817266,0.669390495619708,0.89129049827066,-7.26440155969208
"10","1415859_at","Eif3c","56347","eukaryotic translation initiation factor 3, subunit C",0.0855225179487089,10.4033655725175,0.421483046406098,0.677855120001242,0.893840243024581,-7.26963343037507
"11","1415882_at","Ghitm","66092","growth hormone inducible transmembrane protein",-0.0693626448287255,11.3813462790791,-0.536533290331406,0.597452055736884,0.857592707327776,-7.21268172127933
"12","1415886_at","Sh2d3c","27387","SH2 domain containing 3C",-0.0859817178280293,7.13866319939501,-0.626042012550951,0.538300122492162,0.827316989894153,-7.15919432259869
"13","1415893_at","Sgpl1","20397","sphingosine phosphate lyase 1",0.0294790000144429,4.25588852021379,0.219479063766154,0.828480257480837,0.949398126198017,-7.33693185529908
"14","1415897_a_at","Mgst1","56615","microsomal glutathione S-transferase 1",0.0445567514376481,9.88522424350586,0.351213919943488,0.729065772501152,0.911104663395566,-7.29780290527257
"15","1415899_at","Junb","16477","jun B proto-oncogene",0.0826747630482556,6.97371598888392,0.487821591095665,0.63093073488813,0.87261448011099,-7.23842630145294
"16","1415931_at","Igf2","16002","insulin-like growth factor 2",0.243315922746567,4.53618645325015,2.09239257577418,0.0492353652718233,0.300832404846085,-5.29174478835163
"17","1415945_at","Mcm5","17218","minichromosome maintenance complex component 5",-0.129115068437659,4.48556368950468,-1.02641398052657,0.316835549329775,0.689864895233008,-6.82535393496466
"18","1415946_at","Pigq","14755","phosphatidylinositol glycan anchor biosynthesis, class Q",0.180769099985593,9.64356698743764,1.56052501600203,0.134171826806135,0.498202336641043,-6.16058220160538
"19","1415952_at","Mark2","13728","MAP/microtubule affinity regulating kinase 2",-0.100058150380791,9.13705489410328,-0.748603059109453,0.462727592053745,0.783859265246332,-7.07316920551416
"20","1415983_at","Lcp1","18826","lymphocyte cytosolic protein 1",-0.638611146253939,7.05590915271445,-4.18661644320976,0.000446734974494323,0.0102708978216699,-0.776855417980173
"21","1415989_at","Vcam1","22329","vascular cell adhesion molecule 1",-0.565704491443258,7.26614808148523,-4.45629569900378,0.000237272016782948,0.00593411526851792,-0.146328277021036
"22","1415996_at","Txnip","56338","thioredoxin interacting protein",-0.669893026137771,8.97106307348388,-5.46945729339769,2.28248312680485e-05,0.000722363641427682,2.20668224788486
"23","1415998_at","Vdac1","22333","voltage-dependent anion channel 1",-0.0442360310664931,12.4932988244512,-0.367920950429781,0.716760557020659,0.90826282151382,-7.29156314789563
