"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1415773_at","Ncl","17975","nucleolin",0.17010098858978,9.72744203844221,0.805717140506624,0.429792380301445,0.731346011883674,-6.01568111515005
"2","1415784_at","Vps35","65114","VPS35 retromer complex component",-0.204302053676413,7.5018771388788,-1.11294209130193,0.278807052555074,0.619880207480427,-5.7295619370746
"3","1415798_at","Ddr1","12305","discoidin domain receptor family, member 1",0.236687534312639,6.52672423559086,1.17054185668596,0.255412207420995,0.597152022901439,-5.66682788309148
"4","1415801_at","Gja1","14609","gap junction protein, alpha 1",1.19438174654457,6.76150001158351,3.61577772950852,0.0017031513556218,0.0909589270861769,-1.25757310156185
"5","1415807_s_at","Srsf2","20382","serine/arginine-rich splicing factor 2",0.451378317014715,8.46165649983892,1.78601904984281,0.0891226653211967,0.39451028735027,-4.83733045692791
"6","1415823_at","Scd2","20250","stearoyl-Coenzyme A desaturase 2",0.469128661658781,9.38992570066325,1.85050761894318,0.0789268577970951,0.38110611497975,-4.73531524607404
"7","1415828_a_at","Serp1","28146","stress-associated endoplasmic reticulum protein 1",0.419847860485559,7.77164026849232,1.90396571945455,0.0712633343118242,0.366394288017755,-4.64883597490053
"8","1415834_at","Dusp6","67603","dual specificity phosphatase 6",-0.384595113346283,10.6246790613878,-1.97043290166837,0.0626548418453503,0.347622660914014,-4.53897631483748
"9","1415854_at","Kitl","17311","kit ligand",-0.696449167983352,6.21840063506102,-2.67797298908199,0.0143813835246399,0.235990955822434,-3.23425916346936
"10","1415859_at","Eif3c","56347","eukaryotic translation initiation factor 3, subunit C",-0.761989071206251,10.4033655725175,-2.65542094345539,0.0151080399633671,0.239558372428285,-3.27903527902627
"11","1415882_at","Ghitm","66092","growth hormone inducible transmembrane protein",0.365538729592792,11.3813462790791,1.99935277377703,0.059206925064729,0.34294849876598,-4.49039131556067
"12","1415886_at","Sh2d3c","27387","SH2 domain containing 3C",0.18352356116538,7.13866319939501,0.944874636573944,0.355892393202731,0.676050500166878,-5.89643591163855
"13","1415893_at","Sgpl1","20397","sphingosine phosphate lyase 1",0.0447635540583482,4.25588852021379,0.235662192788472,0.816068426687588,0.940432192319008,-6.31239328055311
"14","1415897_a_at","Mgst1","56615","microsomal glutathione S-transferase 1",-0.202282998058841,9.88522424350586,-1.12746374274178,0.272765693445744,0.613633045325286,-5.71400731273536
"15","1415899_at","Junb","16477","jun B proto-oncogene",-0.455741646516433,6.97371598888392,-1.90148007398327,0.0716045949633591,0.366394288017755,-4.65289462634752
"16","1415931_at","Igf2","16002","insulin-like growth factor 2",-0.385954744063984,4.53618645325015,-2.34689697799314,0.0292348851337607,0.279273810589068,-3.87253441114469
"17","1415945_at","Mcm5","17218","minichromosome maintenance complex component 5",0.263788531802852,4.48556368950468,1.48281353608869,0.153563635817138,0.480138481987358,-5.28049700553109
"18","1415946_at","Pigq","14755","phosphatidylinositol glycan anchor biosynthesis, class Q",0.0413697532934094,9.64356698743764,0.252530868545447,0.80318348527495,0.936281149825113,-6.30821618356396
"19","1415952_at","Mark2","13728","MAP/microtubule affinity regulating kinase 2",0.149050523523158,9.13705489410328,0.788528936075103,0.43954714428204,0.739750392044615,-6.02918427027185
"20","1415983_at","Lcp1","18826","lymphocyte cytosolic protein 1",0.22855898038106,7.05590915271445,1.05952198461006,0.301871727433739,0.635948055115698,-5.78524597874765
"21","1415989_at","Vcam1","22329","vascular cell adhesion molecule 1",0.515395017511318,7.26614808148523,2.87084398764411,0.00938798357584892,0.217078761262496,-2.84465168735835
"22","1415996_at","Txnip","56338","thioredoxin interacting protein",0.414532630762185,8.97106307348388,2.39321933978359,0.0265246795012184,0.272261962128351,-3.7858700589271
